elapsed seconds,fps,loading,averaged,commit sha
0.020,0.00,true,false,080f73aa96
1.047,56.05,true,false,080f73aa96
2.538,56.05,true,false,080f73aa96
3.605,55.63,true,false,080f73aa96
4.637,142.44,true,false,080f73aa96
5.669,224.33,false,true,080f73aa96
6.684,284.52,false,true,080f73aa96
7.699,328.18,false,true,080f73aa96
8.713,341.08,false,true,080f73aa96
9.725,307.60,false,true,080f73aa96
10.742,398.32,false,true,080f73aa96
11.753,432.87,false,true,080f73aa96
12.761,347.34,false,true,080f73aa96
13.770,336.60,false,true,080f73aa96
14.776,423.58,false,true,080f73aa96
