elapsed seconds,fps,loading,averaged
0.022,0.00,true,false
1.046,41.95,true,false
3.352,107.82,true,false
4.447,141.84,true,false
5.497,65.34,true,false
6.583,23.70,true,false
7.604,43.04,true,false
8.629,68.54,true,false
9.648,103.53,false,true
10.666,108.73,false,true
11.682,101.88,false,true
12.709,105.37,false,true
13.730,108.43,false,true
14.754,107.58,false,true
15.780,102.54,false,true
16.793,111.43,false,true
17.808,113.06,false,true
18.823,104.13,false,true
