elapsed seconds,fps,loading,averaged
0.014,0.00,true,false
1.307,6.90,true,false
3.371,85.66,true,false
4.432,61.85,true,false
5.463,49.87,true,false
6.475,158.40,false,true
7.495,152.91,false,true
8.520,110.87,false,true
9.535,122.04,false,true
10.550,138.97,false,true
11.562,159.99,false,true
12.574,148.66,false,true
13.588,169.24,false,true
14.600,161.66,false,true
15.612,144.84,false,true
