elapsed seconds,fps,loading,averaged
0.006,0.00,true,false
1.016,64.97,true,false
3.258,129.20,true,false
4.302,158.95,true,false
5.322,31.56,true,false
6.358,39.26,true,false
7.382,62.94,true,false
8.407,98.87,false,true
9.432,102.20,false,true
10.453,92.77,false,true
11.472,91.86,false,true
12.487,109.26,false,true
13.509,109.69,false,true
14.541,77.94,false,true
15.591,81.92,false,true
16.615,90.15,false,true
17.632,105.43,false,true
