elapsed seconds,fps,loading,averaged
0.013,0.00,true,false
1.050,41.98,true,false
3.315,136.86,true,false
4.358,152.77,true,false
5.375,39.26,true,false
6.412,39.62,true,false
7.450,32.74,true,false
8.479,86.98,false,true
9.499,106.30,false,true
10.531,103.29,false,true
11.560,89.38,false,true
12.586,101.41,false,true
13.605,108.23,false,true
14.626,104.81,false,true
15.645,103.70,false,true
16.668,109.79,false,true
17.688,107.46,false,true
