elapsed seconds,fps,loading,averaged
0.011,0.00,true,false
1.113,6.53,true,false
2.123,61.96,true,false
3.746,61.96,true,false
5.015,51.31,true,false
6.098,30.25,true,false
7.201,104.54,false,true
8.214,171.61,false,true
9.232,151.92,false,true
10.246,159.66,false,true
11.259,182.49,false,true
12.272,172.59,false,true
13.282,154.94,false,true
14.297,178.43,false,true
15.312,182.40,false,true
16.325,161.13,false,true
