elapsed seconds,fps,loading,averaged,commit sha
0.039,0.00,true,false,faa2360e44
1.054,39.97,true,false,faa2360e44
2.481,39.97,true,false,faa2360e44
3.524,107.68,true,false,faa2360e44
4.565,239.52,true,false,faa2360e44
5.576,275.92,false,true,faa2360e44
6.592,268.92,false,true,faa2360e44
7.623,344.38,false,true,faa2360e44
8.634,330.97,false,true,faa2360e44
9.657,254.31,false,true,faa2360e44
10.671,307.69,false,true,faa2360e44
11.681,349.55,false,true,faa2360e44
12.689,307.91,false,true,faa2360e44
13.701,258.73,false,true,faa2360e44
14.716,236.72,false,true,faa2360e44
