elapsed seconds,fps,loading,averaged
0.007,0.00,true,false
1.034,43.99,true,false
3.353,104.10,true,false
4.405,154.81,true,false
5.476,61.75,true,false
6.615,42.62,true,false
7.770,38.23,true,false
8.800,77.83,false,true
9.826,85.99,false,true
10.853,83.70,false,true
11.876,86.34,false,true
12.892,104.94,false,true
13.908,108.36,false,true
14.922,105.56,false,true
15.936,102.19,false,true
16.950,111.79,false,true
17.968,110.39,false,true
