elapsed seconds,fps,loading,averaged
0.035,0.00,true,false
1.368,6.62,true,false
3.439,74.70,true,false
4.478,47.35,true,false
5.541,32.78,true,false
6.690,90.75,false,true
7.708,144.51,false,true
8.722,146.46,false,true
9.736,153.97,false,true
10.752,165.27,false,true
11.763,163.62,false,true
12.774,150.00,false,true
13.785,171.66,false,true
14.795,176.66,false,true
15.807,157.06,false,true
