elapsed seconds,fps,loading,averaged
0.009,0.00,true,false
1.331,7.68,true,false
3.376,93.99,true,false
4.408,54.40,true,false
5.424,55.68,true,false
6.441,163.40,false,true
7.462,166.05,false,true
8.488,143.04,false,true
9.506,163.46,false,true
10.516,178.36,false,true
11.534,164.26,false,true
12.544,155.81,false,true
13.559,181.26,false,true
14.570,179.30,false,true
15.581,154.37,false,true
