elapsed seconds,fps,loading,averaged
0.009,0.00,true,false
1.349,6.67,true,false
2.432,83.62,true,false
3.487,83.62,true,false
4.682,49.04,true,false
5.738,55.16,true,false
6.753,134.46,true,false
7.772,163.00,false,true
8.787,151.48,false,true
9.798,161.13,false,true
10.810,177.98,false,true
11.826,167.99,false,true
12.836,150.29,false,true
13.851,171.90,false,true
14.862,178.77,false,true
15.876,157.99,false,true
16.890,161.55,false,true
