elapsed seconds,fps,loading,averaged,commit sha
0.008,0.00,true,false,febde77936
1.223,0.00,true,false,febde77936
2.451,40.55,true,false,febde77936
3.475,130.12,true,false,febde77936
4.495,291.77,false,true,febde77936
5.513,321.84,false,true,febde77936
6.538,306.45,false,true,febde77936
7.548,389.34,false,true,febde77936
8.574,367.23,false,true,febde77936
9.584,298.60,false,true,febde77936
10.596,336.63,false,true,febde77936
11.605,387.81,false,true,febde77936
12.627,334.90,false,true,febde77936
13.636,312.56,false,true,febde77936
