elapsed seconds,fps,loading,averaged
0.031,0.00,true,false
1.120,5.93,true,false
3.476,70.84,true,false
4.533,69.93,true,false
5.567,45.90,true,false
6.596,152.80,true,false
7.611,171.57,false,true
8.625,149.67,false,true
9.637,167.75,false,true
10.653,183.16,false,true
11.671,168.58,false,true
12.694,144.01,false,true
13.709,172.91,false,true
14.720,166.95,false,true
15.731,155.74,false,true
16.740,168.18,false,true
