elapsed seconds,fps,loading,averaged
0.005,0.00,true,false
1.034,40.98,true,false
3.345,94.94,true,false
4.395,155.66,true,false
5.460,63.24,true,false
6.513,38.64,true,false
7.553,36.96,true,false
8.587,84.30,false,true
9.603,110.15,false,true
10.622,112.70,false,true
11.637,102.58,false,true
12.653,107.86,false,true
13.675,112.83,false,true
14.694,106.53,false,true
15.712,102.43,false,true
16.730,112.72,false,true
17.755,112.14,false,true
