elapsed seconds,fps,loading,averaged,commit sha
0.024,0.00,true,false,8dd84948a1
1.070,0.00,true,false,8dd84948a1
2.367,63.51,true,false,8dd84948a1
3.421,126.97,true,false,8dd84948a1
4.457,180.62,false,true,8dd84948a1
5.474,277.14,false,true,8dd84948a1
6.487,301.00,false,true,8dd84948a1
7.494,365.56,false,true,8dd84948a1
8.503,404.91,false,true,8dd84948a1
9.513,326.25,false,true,8dd84948a1
10.525,423.66,false,true,8dd84948a1
11.536,478.95,false,true,8dd84948a1
12.547,386.96,false,true,8dd84948a1
13.554,359.39,false,true,8dd84948a1
