elapsed seconds,fps,loading,averaged,commit sha
0.013,0.00,true,false,5961abf069
1.094,0.00,true,false,5961abf069
2.365,34.61,true,false,5961abf069
3.404,128.46,true,false,5961abf069
4.428,303.33,false,true,5961abf069
5.438,310.75,false,true,5961abf069
6.451,299.85,false,true,5961abf069
7.465,427.83,false,true,5961abf069
8.474,407.31,false,true,5961abf069
9.487,291.39,false,true,5961abf069
10.497,332.70,false,true,5961abf069
11.505,439.87,false,true,5961abf069
12.514,378.47,false,true,5961abf069
13.525,336.43,false,true,5961abf069
