elapsed seconds,fps,loading,averaged,commit sha
0.023,0.00,true,false,9bd0d5fccf
1.048,45.14,true,false,9bd0d5fccf
2.238,45.14,true,false,9bd0d5fccf
3.280,158.89,true,false,9bd0d5fccf
4.293,366.82,false,true,9bd0d5fccf
5.315,314.56,false,true,9bd0d5fccf
6.331,300.82,false,true,9bd0d5fccf
7.347,265.20,false,true,9bd0d5fccf
8.367,251.49,false,true,9bd0d5fccf
9.381,203.92,false,true,9bd0d5fccf
10.394,248.80,false,true,9bd0d5fccf
11.400,293.21,false,true,9bd0d5fccf
12.412,328.90,false,true,9bd0d5fccf
13.419,303.91,false,true,9bd0d5fccf
