elapsed seconds,fps,loading,averaged
0.005,0.00,true,false
1.028,34.26,true,false
3.490,108.92,true,false
4.536,150.79,true,false
5.592,150.79,true,false
6.747,54.47,true,false
7.780,55.84,true,false
8.804,103.25,false,true
9.822,105.09,false,true
10.845,107.98,false,true
11.866,103.34,false,true
12.881,114.71,false,true
13.899,115.16,false,true
14.916,104.14,false,true
15.932,108.83,false,true
16.949,115.08,false,true
17.972,110.04,false,true
