elapsed seconds,fps,loading,averaged,commit sha
0.010,0.00,true,false,9dbe363c3f
1.078,0.00,true,false,9dbe363c3f
2.360,61.36,true,false,9dbe363c3f
3.411,123.64,true,false,9dbe363c3f
4.427,283.57,false,true,9dbe363c3f
5.437,304.60,false,true,9dbe363c3f
6.458,303.33,false,true,9dbe363c3f
7.475,383.81,false,true,9dbe363c3f
8.490,427.27,false,true,9dbe363c3f
9.500,335.06,false,true,9dbe363c3f
10.513,356.68,false,true,9dbe363c3f
11.527,396.17,false,true,9dbe363c3f
12.540,338.29,false,true,9dbe363c3f
13.563,348.34,false,true,9dbe363c3f
