elapsed seconds,fps,loading,averaged
0.006,0.00,true,false
1.301,5.97,true,false
3.350,86.97,true,false
4.405,52.15,true,false
5.435,51.72,true,false
6.453,156.86,false,true
7.466,165.69,false,true
8.482,114.35,false,true
9.514,141.58,false,true
10.531,124.88,false,true
11.548,156.69,false,true
12.563,153.48,false,true
13.577,174.34,false,true
14.592,167.13,false,true
15.605,148.23,false,true
