elapsed seconds,fps,loading,averaged
0.006,0.00,true,false
1.096,6.64,true,false
2.110,58.78,true,false
3.624,58.78,true,false
4.642,45.59,true,false
5.673,55.39,true,false
6.690,159.73,false,true
7.704,169.00,false,true
8.726,151.68,false,true
9.743,168.43,false,true
10.761,177.49,false,true
11.768,156.39,false,true
12.780,156.36,false,true
13.793,178.00,false,true
14.807,172.65,false,true
15.820,152.13,false,true
