elapsed seconds,fps,loading,averaged,commit sha
0.038,0.00,true,false,2d2674518f
1.065,45.94,true,false,2d2674518f
2.451,45.94,true,false,2d2674518f
3.476,117.89,true,false,2d2674518f
4.502,238.83,true,false,2d2674518f
5.517,271.48,false,true,2d2674518f
6.525,224.85,false,true,2d2674518f
7.536,242.81,false,true,2d2674518f
8.560,202.64,false,true,2d2674518f
9.584,227.34,false,true,2d2674518f
10.592,311.22,false,true,2d2674518f
11.608,397.60,false,true,2d2674518f
12.616,333.63,false,true,2d2674518f
13.625,318.27,false,true,2d2674518f
14.634,413.79,false,true,2d2674518f
